Volatility 3 Framework 2.10.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
4840	SearchIndexer.	0x83056c6ac1b0	0x9e0	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056ca9a080	0x9e4	Thread	0x1fffff	Tid 4488 Pid 4840
4840	SearchIndexer.	0x83056ca396e0	0x9e8	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca39ee0	0x9ec	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3aae0	0x9f0	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3ac60	0x9f4	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3afe0	0x9f8	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3a5e0	0x9fc	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3ad60	0xa00	Semaphore	0x100003	
4840	SearchIndexer.	0x83056c6c4b90	0xa04	Mutant	0x1f0001	WindowsSearchService_EfsRegKeysMutex
4840	SearchIndexer.	0x83056ca3b2e0	0xa08	Event	0x1f0003	
4840	SearchIndexer.	0x83056c6ad090	0xa0c	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c6acd10	0xa10	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c6ac530	0xa14	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c6abe30	0xa18	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c6ac450	0xa1c	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c007af0	0xa20	File	0x100001	\Device\HarddiskVolume2\Windows\System32\en-US\vsstrace.dll.mui
4840	SearchIndexer.	0x83056c6ac610	0xa24	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c2c5920	0xa2c	EtwRegistration	0x804	
4840	SearchIndexer.	0x830569de4bc0	0xa34	Timer	0x1f0003	
4840	SearchIndexer.	0x83056ca3af60	0xa38	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca98080	0xa3c	Thread	0x1fffff	Tid 4132 Pid 4840
4840	SearchIndexer.	0x83056ca3bf60	0xa44	Event	0x1f0003	
4840	SearchIndexer.	0x83056caacbd0	0xa48	Mutant	0x1f0001	
4840	SearchIndexer.	0x83056ca3a0e0	0xa4c	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca395e0	0xa50	Event	0x1f0003	
4840	SearchIndexer.	0xe7860cd91310	0xa54	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\VSS\DIAG\MSSEARCH SERVICE WRITER
4840	SearchIndexer.	0x83056ca3aa60	0xa5c	Event	0x1f0003	
4840	SearchIndexer.	0x83056b8a0850	0xa60	File	0x1a0116	\Device\NamedPipe\SearchTextHarvester
4840	SearchIndexer.	0x83056cc03d70	0xa64	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056ca3a6e0	0xa68	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca3abe0	0xa6c	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca3a3e0	0xa70	Event	0x1f0003	
4840	SearchIndexer.	0x83056cb22080	0xa74	Thread	0x1fffff	Tid 4292 Pid 4840
4840	SearchIndexer.	0xe7860cc910e0	0xa78	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\PROPERTYSYSTEM\PROPERTYHANDLERS
4840	SearchIndexer.	0x83056ca3a560	0xa7c	Event	0x1f0003	
4840	SearchIndexer.	0x83056c0e36b0	0xa80	Timer	0x1f0003	
4840	SearchIndexer.	0x83056ca3ab60	0xa84	Event	0x1f0003	
4840	SearchIndexer.	0xe7860cd91750	0xa88	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\SERVER
4840	SearchIndexer.	0x83056c8d0080	0xa90	Thread	0x1fffff	Tid 5004 Pid 4840
4840	SearchIndexer.	0xe7860cd92300	0xa98	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME
4840	SearchIndexer.	0xe7860cd92740	0xa9c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\ACTIVATABLECLASSID
4840	SearchIndexer.	0x83056ca98080	0xaa0	Thread	0x1fffff	Tid 4132 Pid 4840
4840	SearchIndexer.	0x83056cb21080	0xaa4	Thread	0x1fffff	Tid 4324 Pid 4840
4840	SearchIndexer.	0x83056caac630	0xaa8	Mutant	0x1f0001	
4840	SearchIndexer.	0x83056c00a200	0xab0	File	0x120089	\Device\DeviceApi\CMApi
4840	SearchIndexer.	0x83056c009260	0xab4	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056c0085e0	0xabc	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056c00b650	0xac0	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056c00dd60	0xac4	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056ca3c460	0xac8	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca3cde0	0xacc	Event	0x1f0003	
4840	SearchIndexer.	0x83056c00e6c0	0xad0	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0xe7860b74f0a0	0xad4	Token	0xb	
4840	SearchIndexer.	0x83056c013990	0xad8	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056c013b20	0xae0	File	0x120089	\Device\DeviceApi\CMNotify
4840	SearchIndexer.	0x83056c0098a0	0xae4	File	0x12019f	\Device\HarddiskVolume2
4840	SearchIndexer.	0x83056ca3c760	0xae8	Event	0x1f0003	
4840	SearchIndexer.	0xe7860b74f6b0	0xaec	Token	0xf01ff	
4840	SearchIndexer.	0x83056ca3cb60	0xafc	Event	0x1f0003	
4840	SearchIndexer.	0x83056cb22080	0xb00	Thread	0x1fffff	Tid 4292 Pid 4840
4840	SearchIndexer.	0x83056c4ac1e0	0xb04	Event	0x1f0003	
4840	SearchIndexer.	0x83056c4aece0	0xb08	Event	0x1f0003	
4840	SearchIndexer.	0x83056c4b1ae0	0xb0c	Event	0x1f0003	
4840	SearchIndexer.	0x83056c4b12e0	0xb10	Event	0x1f0003	
4840	SearchIndexer.	0xe7860d1be630	0xb14	Token	0x8	
4840	SearchIndexer.	0x83056c04b080	0xb2c	Thread	0x1fffff	Tid 6436 Pid 4840
4840	SearchIndexer.	0xe7860cd8ae20	0xb4c	Key	0xf003f	USER
4840	SearchIndexer.	0x83056cc03910	0xb50	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc034b0	0xb54	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc033d0	0xb5c	EtwRegistration	0x804	
4840	SearchIndexer.	0xe786238b4650	0xb60	Section	0xf0007	UsGthrCtrlFltPipeMssGthrPipe6
4840	SearchIndexer.	0x83056cc03210	0xb64	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c3b8390	0xb78	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860c2447b0	0xb7c	Key	0x8	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
4840	SearchIndexer.	0x83056cc03ad0	0xb88	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc02db0	0xb8c	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc02f70	0xb90	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc03130	0xb94	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc032f0	0xb98	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860cd87a10	0xb9c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
4840	SearchIndexer.	0xe7860cd93510	0xba0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\PROVIDERORDER
4840	SearchIndexer.	0x83056cc02e90	0xba4	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c799c60	0xba8	Semaphore	0x100003	
4840	SearchIndexer.	0x83056c799f60	0xbac	Semaphore	0x100003	
4840	SearchIndexer.	0x83056ca3d8e0	0xbb0	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca3dd60	0xbb4	Event	0x1f0003	
4840	SearchIndexer.	0x83056ca3d760	0xbb8	Event	0x1f0003	
4840	SearchIndexer.	0x83056c5fd080	0xbbc	Thread	0x1fffff	Tid 4256 Pid 4840
4840	SearchIndexer.	0x83056b5aa3d0	0xbc0	File	0x12019f	\Device\NamedPipe\MsFteWds
4840	SearchIndexer.	0x83056c797be0	0xbc4	Event	0x1f0003	
4840	SearchIndexer.	0x83056c797c60	0xbc8	Event	0x1f0003	
4840	SearchIndexer.	0x83056cc03670	0xbcc	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c7994e0	0xbd0	Semaphore	0x100003	
4840	SearchIndexer.	0x83056c799ce0	0xbd4	Semaphore	0x100003	
4840	SearchIndexer.	0x83056c79a5e0	0xbd8	Event	0x1f0003	
4840	SearchIndexer.	0x83056b89b710	0xbdc	File	0x100003	\Device\KsecDD
4840	SearchIndexer.	0x83056cc03590	0xbe0	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc03750	0xbe4	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056cc039f0	0xbe8	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056a3b1080	0xbec	Thread	0x1fffff	Tid 3948 Pid 4840
4840	SearchIndexer.	0x83056c79ab60	0xbf0	Event	0x1f0003	
4840	SearchIndexer.	0x83056c79ac60	0xbf4	Event	0x1f0003	
4840	SearchIndexer.	0x83056cc03c90	0xbf8	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c5fd082	0xbfc	FilterCommunicationPort	0x840	
4840	SearchIndexer.	0x83056df902d0	0xc0c	File	0x120196	\Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.6.gthr
4840	SearchIndexer.	0x830573f6ff90	0xc10	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe6_1TRM
4840	SearchIndexer.	0x830573f705d0	0xc18	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe6_1RCM
4840	SearchIndexer.	0x830573f6a8b0	0xc1c	Event	0x1f0003	UsGthrFltPipeMssGthrPipe6_1DAE
4840	SearchIndexer.	0x83056e38de60	0xc20	Event	0x1f0003	
4840	SearchIndexer.	0x83056cb91ce0	0xc28	ALPC Port	0x1f0001	
4840	SearchIndexer.	0x83056b2a86b0	0xc2c	File	0x12019f	\Device\NamedPipe\MsFteWds
4840	SearchIndexer.	0x83056cde3ae0	0xc34	Event	0x1f0003	
4840	SearchIndexer.	0x83056cddea60	0xc40	Event	0x1f0003	
4840	SearchIndexer.	0x830569b96060	0xc4c	Job	0x1f003f	
4840	SearchIndexer.	0x830573f700d0	0xc50	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6SDE
4840	SearchIndexer.	0x83056cde40e0	0xc54	Event	0x1f0003	
4840	SearchIndexer.	0x830570af0080	0xc58	Thread	0x1fffff	Tid 2156 Pid 7160
4840	SearchIndexer.	0x830573f70210	0xc64	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6DRE
4840	SearchIndexer.	0x83056cc19e10	0xc68	EtwRegistration	0x804	
4840	SearchIndexer.	0x830573f70670	0xc6c	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6RCM
4840	SearchIndexer.	0x830573f70850	0xc70	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6DAE
4840	SearchIndexer.	0x830573f703f0	0xc74	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6DSE
4840	SearchIndexer.	0x83056c8c2080	0xc78	Thread	0x1fffff	Tid 2000 Pid 7528
4840	SearchIndexer.	0x83056cb89080	0xc7c	Process	0x1fffff	SearchProtocol Pid 7528
4840	SearchIndexer.	0x830573f702b0	0xc80	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe6TRM
4840	SearchIndexer.	0x83056ceae4f0	0xc8c	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860d3a6cf0	0xc90	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{ED4824AF-DCE4-45A8-81E2-FC7965083634}\PROPERTYBAG
4840	SearchIndexer.	0xe7860d3b24c0	0xca0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PROPERTYBAG
4840	SearchIndexer.	0x8305698a4580	0xca4	Thread	0x1fffff	Tid 1212 Pid 4840
4840	SearchIndexer.	0x83056b82bb50	0xca8	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860d3b55a0	0xcac	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\PROPERTYBAG
4840	SearchIndexer.	0x83056b82b610	0xcb0	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056b82aab0	0xcb4	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860d3b8130	0xcb8	Key	0xf003f	MACHINE\SOFTWARE\CLASSES
4840	SearchIndexer.	0x83056b82a650	0xcbc	EtwRegistration	0x804	
4840	SearchIndexer.	0xe7860d3b6e10	0xcc0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{A0C69A99-21C8-4671-8703-7934162FCF1D}\PROPERTYBAG
4840	SearchIndexer.	0xe7860a4063b0	0xcc4	Section	0x6	windows_shell_global_counters
4840	SearchIndexer.	0xe7860d3acc90	0xcc8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{F42EE2D3-909F-4907-8871-4C22FC0BF756}\PROPERTYBAG
4840	SearchIndexer.	0x83056b43d5b0	0xccc	File	0x100001	\Device\HarddiskVolume2\Windows\System32\en-US\shell32.dll.mui
4840	SearchIndexer.	0xe7860d3b6f20	0xcd0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{0DDD015D-B06C-45D5-8C4C-F59713854639}\PROPERTYBAG
4840	SearchIndexer.	0xe7860d3b88a0	0xcd4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{35286A68-3C57-41A1-BBB1-0EAE73D76C95}\PROPERTYBAG
4840	SearchIndexer.	0xe7860d3b8df0	0xcd8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{7D83EE9B-2244-4E70-B1F5-5393042AF1E4}\PROPERTYBAG
4840	SearchIndexer.	0x83056b82b530	0xcdc	EtwRegistration	0x804	
4840	SearchIndexer.	0x830573f6fdb0	0xce0	Event	0x1f0003	UsGthrFltPipeMssGthrPipe6_1DSE
4840	SearchIndexer.	0x830573f708f0	0xcec	Event	0x1f0003	UsGthrFltPipeMssGthrPipe6_1DRE
4840	SearchIndexer.	0x83056cde3e60	0xd04	Event	0x1f0003	
4840	SearchIndexer.	0x83056e169c80	0xd08	File	0x100001	\Device\HarddiskVolume2\Windows\System32\en-US\tquery.dll.mui
4840	SearchIndexer.	0x83056ddd1a80	0xd0c	ALPC Port	0x1f0001	
4840	SearchIndexer.	0x83056d52e5f0	0xd1c	EtwRegistration	0x804	
4840	SearchIndexer.	0x83056c1652e2	0xd24	DxgkSharedResource	0x1f0003	
4840	SearchIndexer.	0x8305727f9430	0xd30	Timer	0x100002	
4840	SearchIndexer.	0x83056dbde080	0xd3c	Process	0x1fffff	SearchFilterHo Pid 7160
5280	svchost.exe	0x83056c49d560	0x4	Event	0x1f0003	
5280	svchost.exe	0xe7860b05a470	0x8	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
5280	svchost.exe	0x83056cc0d230	0xc	EtwRegistration	0x804	
5280	svchost.exe	0x83056c49d8e0	0x10	Event	0x1f0003	
5280	svchost.exe	0x83056583cef0	0x14	WaitCompletionPacket	0x1	
5280	svchost.exe	0x83056cc0cec0	0x18	IoCompletion	0x1f0003	
5280	svchost.exe	0x83056ca5ad80	0x1c	TpWorkerFactory	0xf00ff	
5280	svchost.exe	0x83056c64c490	0x20	IRTimer	0x100002	
5280	svchost.exe	0x83056583d570	0x24	WaitCompletionPacket	0x1	
5280	svchost.exe	0x83056c64b6c0	0x28	IRTimer	0x100002	
5280	svchost.exe	0x83056583c600	0x2c	WaitCompletionPacket	0x1	
5280	svchost.exe	0x83056cc0d070	0x30	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0e110	0x34	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0ccf0	0x38	EtwRegistration	0x804	
5280	svchost.exe	0x83056babc9f0	0x3c	File	0x100020	\Device\HarddiskVolume2\Windows\System32
5280	svchost.exe	0x83056c4a22e0	0x40	Event	0x1f0003	
5280	svchost.exe	0x83056c4a0fe0	0x44	Event	0x1f0003	
5280	svchost.exe	0x83056cc0cf90	0x48	EtwRegistration	0x804	
5280	svchost.exe	0x83056c6cc990	0x4c	Mutant	0x1f0001	SM0:5280:304:WilStaging_02
5280	svchost.exe	0x83056c9edce0	0x50	ALPC Port	0x1f0001	
5280	svchost.exe	0xe7860a1fa0c0	0x54	Directory	0xf	BaseNamedObjects
5280	svchost.exe	0x83056cabd950	0x58	Semaphore	0x1f0003	SM0:5280:304:WilStaging_02_p0
5280	svchost.exe	0x83056cabdc70	0x5c	Semaphore	0x1f0003	SM0:5280:304:WilStaging_02_p0h
5280	svchost.exe	0x83056cc0cdd0	0x60	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0df50	0x64	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d850	0x68	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d780	0x6c	IoCompletion	0x1f0003	
5280	svchost.exe	0x83056c98dd80	0x70	TpWorkerFactory	0xf00ff	
5280	svchost.exe	0x83056c64c160	0x74	IRTimer	0x100002	
5280	svchost.exe	0x83056583cbb0	0x78	WaitCompletionPacket	0x1	
5280	svchost.exe	0x83056c64b9f0	0x7c	IRTimer	0x100002	
5280	svchost.exe	0x83056583cc80	0x80	WaitCompletionPacket	0x1	
5280	svchost.exe	0xe7860cd98c30	0x84	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
5280	svchost.exe	0x83056cc0d930	0x88	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d150	0x8c	EtwRegistration	0x804	
5280	svchost.exe	0xe7860cd98d40	0x90	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
5280	svchost.exe	0x83056c161760	0x94	Event	0x1f0003	
5280	svchost.exe	0x83056583d8b0	0x98	WaitCompletionPacket	0x1	
5280	svchost.exe	0xe7860be06e90	0x9c	Key	0x20019	MACHINE
5280	svchost.exe	0xe7860be0b6d0	0xa0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\OLE
5280	svchost.exe	0x83056c163f60	0xa4	Event	0x1f0003	
5280	svchost.exe	0xe7860be04850	0xa8	Key	0x20019	USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT
5280	svchost.exe	0xe7860be0de20	0xac	Key	0x20019	USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS
5280	svchost.exe	0x83056c172460	0xb0	Event	0x1f0003	
5280	svchost.exe	0x83056cc0cb30	0xb4	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d310	0xb8	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d4d0	0xbc	EtwRegistration	0x804	
5280	svchost.exe	0x83056c173760	0xc0	Event	0x1f0003	
5280	svchost.exe	0x83056c173ae0	0xc4	Event	0x1f0003	
5280	svchost.exe	0x83056bc9c9e0	0xc8	Event	0x1f0003	
5280	svchost.exe	0x830569be40e0	0xcc	Event	0x1f0003	
5280	svchost.exe	0x830569be4a60	0xd0	Event	0x1f0003	
5280	svchost.exe	0x830569be4ae0	0xd4	Event	0x1f0003	
5280	svchost.exe	0x83056cc0daf0	0xd8	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0d5b0	0xdc	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0dbd0	0xe0	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0dcb0	0xe4	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0de70	0xe8	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0fb50	0xec	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0e730	0xf0	EtwRegistration	0x804	
5280	svchost.exe	0x830569be4260	0xf4	Event	0x1f0003	
5280	svchost.exe	0x830569be4560	0xf8	Event	0x1f0003	
5280	svchost.exe	0x830569be48e0	0xfc	Event	0x1f0003	
5280	svchost.exe	0x83056cc0fc30	0x100	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0eab0	0x104	EtwRegistration	0x804	
5280	svchost.exe	0x830569be4ce0	0x108	Event	0x1f0003	
5280	svchost.exe	0x83056baba470	0x10c	File	0x100001	\Device\CNG
5280	svchost.exe	0x830569be42e0	0x110	Event	0x1f0003	
5280	svchost.exe	0x83056cc0f0d0	0x114	EtwRegistration	0x804	
5280	svchost.exe	0x830569be4be0	0x118	Event	0x1f0003	
5280	svchost.exe	0x83056cc0e810	0x11c	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0e9d0	0x120	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f1b0	0x124	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0eb90	0x128	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0ec70	0x12c	EtwRegistration	0x804	
5280	svchost.exe	0x830569be4de2	0x130	WaitCompletionPacket	0x1f0003	
5280	svchost.exe	0x83056b007db0	0x138	WindowStation	0xf016e	Service-0x0-3e7$
5280	svchost.exe	0x83056a2fb620	0x13c	Desktop	0xf00cf	Default
5280	svchost.exe	0x83056b007db0	0x140	WindowStation	0xf016e	Service-0x0-3e7$
5280	svchost.exe	0x83056babc6d0	0x144	File	0x100001	\Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
5280	svchost.exe	0x83056cc0e650	0x148	EtwRegistration	0x804	
5280	svchost.exe	0x830569be4360	0x14c	Event	0x1f0003	
5280	svchost.exe	0x83056c5c7080	0x150	Thread	0x1fffff	Tid 5284 Pid 5280
5280	svchost.exe	0x83056cb8fa80	0x154	ALPC Port	0x1f0001	
5280	svchost.exe	0x83056cc0f7d0	0x158	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0ee30	0x15c	EtwRegistration	0x804	
5280	svchost.exe	0xe7861b0a07f0	0x160	Token	0xb	
5280	svchost.exe	0xe7860cc973b0	0x164	Key	0xf003f	MACHINE\SOFTWARE\CLASSES
5280	svchost.exe	0xe7860c85e060	0x168	Token	0x48	
5280	svchost.exe	0x83056cb8ba80	0x16c	ALPC Port	0x1f0001	
5280	svchost.exe	0x830569be3fe0	0x170	Event	0x1f0003	
5280	svchost.exe	0x83056cc0f370	0x174	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f450	0x178	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0fdf0	0x17c	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0fd10	0x180	EtwRegistration	0x804	
5280	svchost.exe	0x830569be41e0	0x184	Semaphore	0x100003	
5280	svchost.exe	0x830569be60e0	0x188	Semaphore	0x100003	
5280	svchost.exe	0x830569be5460	0x18c	Event	0x1f0003	
5280	svchost.exe	0x83056b5b3390	0x190	File	0x100003	\Device\KsecDD
5280	svchost.exe	0x830569be53e0	0x194	Semaphore	0x100003	
5280	svchost.exe	0x830569be54e0	0x198	Semaphore	0x100003	
5280	svchost.exe	0x830569be5ce0	0x19c	Semaphore	0x100003	
5280	svchost.exe	0x830569be5ee0	0x1a0	Semaphore	0x100003	
5280	svchost.exe	0x830569be57e0	0x1a4	Semaphore	0x100003	
5280	svchost.exe	0x830569be5860	0x1a8	Semaphore	0x100003	
5280	svchost.exe	0x830569be5de0	0x1ac	Semaphore	0x100003	
5280	svchost.exe	0x830569be5560	0x1b0	Semaphore	0x100003	
5280	svchost.exe	0x83056cc0f530	0x1b4	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f610	0x1b8	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f6f0	0x1bc	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f8b0	0x1c0	EtwRegistration	0x804	
5280	svchost.exe	0x83056cc0f990	0x1c4	EtwRegistration	0x804	
5280	svchost.exe	0xe7860a409170	0x1c8	Section	0x4	__ComCatalogCache__
5280	svchost.exe	0x83056cc0fa70	0x1cc	EtwRegistration	0x804	
5280	svchost.exe	0xe7860a20a060	0x1d0	Token	0xb	
5280	svchost.exe	0x830569be4c60	0x1d4	Event	0x1f0003	
5280	svchost.exe	0x830569be5f60	0x1d8	Event	0x1f0003	
5280	svchost.exe	0x83056583d7e0	0x1dc	WaitCompletionPacket	0x1	
5280	svchost.exe	0x83056cbc1c20	0x1e8	ALPC Port	0x1f0001	OLE632CA3DA1FD50FA9D304429E1EB2
5280	svchost.exe	0x830569be51e0	0x1ec	Event	0x1f0003	
5280	svchost.exe	0x830569be5760	0x1f0	Event	0x1f0003	
5280	svchost.exe	0x830569be5c60	0x1f4	Event	0x1f0003	
5280	svchost.exe	0xe78611fee820	0x1f8	Token	0xb	
5280	svchost.exe	0x830569be6160	0x1fc	Event	0x1f0003	
5280	svchost.exe	0xe7860f3a4060	0x200	Token	0xb	
5280	svchost.exe	0x8305658d0ce0	0x20c	ALPC Port	0x1f0001	
5280	svchost.exe	0xe7860a409170	0x210	Section	0x4	__ComCatalogCache__
5280	svchost.exe	0x830563eac720	0x214	Event	0x100001	MaximumCommitCondition
5280	svchost.exe	0xe7860cc96b30	0x218	Key	0xf003f	MACHINE\SOFTWARE\CLASSES
5280	svchost.exe	0x83056cc10870	0x21c	EtwRegistration	0x804	
5280	svchost.exe	0xe78611fe47f0	0x220	Token	0xb	
5280	svchost.exe	0x830569be6060	0x224	Event	0x1f0003	
5280	svchost.exe	0xe7860cd8b480	0x228	Key	0x10	USER\.DEFAULT\SOFTWARE\CLASSES
5280	svchost.exe	0xe78611de47f0	0x22c	Token	0xb	
5280	svchost.exe	0xe78611fbd060	0x230	Token	0xb	
5280	svchost.exe	0xe7860d1ae060	0x234	Token	0xb	
5280	svchost.exe	0xe7860d475060	0x238	Token	0xb	
5280	svchost.exe	0x83056cc10790	0x23c	EtwRegistration	0x804	
5280	svchost.exe	0x830569be6ae0	0x240	Semaphore	0x100003	
5280	svchost.exe	0x830569be62e0	0x244	Semaphore	0x100003	
5280	svchost.exe	0x83056babb5a0	0x248	File	0x12019f	\Device\KsecDD
5280	svchost.exe	0x8305658cea80	0x24c	ALPC Port	0x1f0001	
5280	svchost.exe	0x83056cc10250	0x250	EtwRegistration	0x804	
5280	svchost.exe	0xe78612557060	0x258	Token	0xb	
5280	svchost.exe	0xe78611da7060	0x25c	Token	0xb	
5280	svchost.exe	0xe7860a2097f0	0x260	Token	0xb	
5280	svchost.exe	0xe78611eaf7f0	0x264	Token	0xb	
