Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
5988	RuntimeBroker.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5988	RuntimeBroker.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5988	RuntimeBroker.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
5988	RuntimeBroker.	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
5988	RuntimeBroker.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
5988	RuntimeBroker.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6108	SecurityHealth	2	SeCreateTokenPrivilege		Create a token object
6108	SecurityHealth	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6108	SecurityHealth	4	SeLockMemoryPrivilege		Lock pages in memory
6108	SecurityHealth	5	SeIncreaseQuotaPrivilege		Increase quotas
6108	SecurityHealth	6	SeMachineAccountPrivilege		Add workstations to the domain
6108	SecurityHealth	7	SeTcbPrivilege		Act as part of the operating system
6108	SecurityHealth	8	SeSecurityPrivilege		Manage auditing and security log
6108	SecurityHealth	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6108	SecurityHealth	10	SeLoadDriverPrivilege		Load and unload device drivers
6108	SecurityHealth	11	SeSystemProfilePrivilege		Profile system performance
6108	SecurityHealth	12	SeSystemtimePrivilege		Change the system time
6108	SecurityHealth	13	SeProfileSingleProcessPrivilege		Profile a single process
6108	SecurityHealth	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6108	SecurityHealth	15	SeCreatePagefilePrivilege		Create a pagefile
6108	SecurityHealth	16	SeCreatePermanentPrivilege		Create permanent shared objects
6108	SecurityHealth	17	SeBackupPrivilege		Backup files and directories
6108	SecurityHealth	18	SeRestorePrivilege		Restore files and directories
6108	SecurityHealth	19	SeShutdownPrivilege	Present	Shut down the system
6108	SecurityHealth	20	SeDebugPrivilege		Debug programs
6108	SecurityHealth	21	SeAuditPrivilege		Generate security audits
6108	SecurityHealth	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6108	SecurityHealth	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6108	SecurityHealth	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6108	SecurityHealth	25	SeUndockPrivilege	Present	Remove computer from docking station
6108	SecurityHealth	26	SeSyncAgentPrivilege		Synch directory service data
6108	SecurityHealth	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6108	SecurityHealth	28	SeManageVolumePrivilege		Manage the files on a volume
6108	SecurityHealth	29	SeImpersonatePrivilege		Impersonate a client after authentication
6108	SecurityHealth	30	SeCreateGlobalPrivilege	Default	Create global objects
6108	SecurityHealth	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6108	SecurityHealth	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6108	SecurityHealth	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6108	SecurityHealth	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6108	SecurityHealth	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6108	SecurityHealth	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6140	SecurityHealth	2	SeCreateTokenPrivilege		Create a token object
6140	SecurityHealth	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
6140	SecurityHealth	4	SeLockMemoryPrivilege	Default	Lock pages in memory
6140	SecurityHealth	5	SeIncreaseQuotaPrivilege		Increase quotas
6140	SecurityHealth	6	SeMachineAccountPrivilege		Add workstations to the domain
6140	SecurityHealth	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
6140	SecurityHealth	8	SeSecurityPrivilege	Present	Manage auditing and security log
6140	SecurityHealth	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6140	SecurityHealth	10	SeLoadDriverPrivilege		Load and unload device drivers
6140	SecurityHealth	11	SeSystemProfilePrivilege	Default	Profile system performance
6140	SecurityHealth	12	SeSystemtimePrivilege		Change the system time
6140	SecurityHealth	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
6140	SecurityHealth	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
6140	SecurityHealth	15	SeCreatePagefilePrivilege	Default	Create a pagefile
6140	SecurityHealth	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
6140	SecurityHealth	17	SeBackupPrivilege	Present	Backup files and directories
6140	SecurityHealth	18	SeRestorePrivilege	Present	Restore files and directories
6140	SecurityHealth	19	SeShutdownPrivilege	Present	Shut down the system
6140	SecurityHealth	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
6140	SecurityHealth	21	SeAuditPrivilege	Default	Generate security audits
6140	SecurityHealth	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
6140	SecurityHealth	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6140	SecurityHealth	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6140	SecurityHealth	25	SeUndockPrivilege		Remove computer from docking station
6140	SecurityHealth	26	SeSyncAgentPrivilege		Synch directory service data
6140	SecurityHealth	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6140	SecurityHealth	28	SeManageVolumePrivilege		Manage the files on a volume
6140	SecurityHealth	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
6140	SecurityHealth	30	SeCreateGlobalPrivilege	Default	Create global objects
6140	SecurityHealth	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6140	SecurityHealth	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6140	SecurityHealth	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
6140	SecurityHealth	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
6140	SecurityHealth	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
6140	SecurityHealth	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
4284	VBoxTray.exe	2	SeCreateTokenPrivilege		Create a token object
4284	VBoxTray.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4284	VBoxTray.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4284	VBoxTray.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4284	VBoxTray.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4284	VBoxTray.exe	7	SeTcbPrivilege		Act as part of the operating system
4284	VBoxTray.exe	8	SeSecurityPrivilege		Manage auditing and security log
4284	VBoxTray.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4284	VBoxTray.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4284	VBoxTray.exe	11	SeSystemProfilePrivilege		Profile system performance
4284	VBoxTray.exe	12	SeSystemtimePrivilege		Change the system time
4284	VBoxTray.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4284	VBoxTray.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4284	VBoxTray.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4284	VBoxTray.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4284	VBoxTray.exe	17	SeBackupPrivilege		Backup files and directories
4284	VBoxTray.exe	18	SeRestorePrivilege		Restore files and directories
4284	VBoxTray.exe	19	SeShutdownPrivilege	Present	Shut down the system
4284	VBoxTray.exe	20	SeDebugPrivilege		Debug programs
4284	VBoxTray.exe	21	SeAuditPrivilege		Generate security audits
4284	VBoxTray.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4284	VBoxTray.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4284	VBoxTray.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4284	VBoxTray.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4284	VBoxTray.exe	26	SeSyncAgentPrivilege		Synch directory service data
4284	VBoxTray.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4284	VBoxTray.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4284	VBoxTray.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4284	VBoxTray.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4284	VBoxTray.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4284	VBoxTray.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4284	VBoxTray.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4284	VBoxTray.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4284	VBoxTray.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4284	VBoxTray.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3036	OneDrive.exe	2	SeCreateTokenPrivilege		Create a token object
3036	OneDrive.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3036	OneDrive.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3036	OneDrive.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
3036	OneDrive.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3036	OneDrive.exe	7	SeTcbPrivilege		Act as part of the operating system
3036	OneDrive.exe	8	SeSecurityPrivilege		Manage auditing and security log
3036	OneDrive.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3036	OneDrive.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3036	OneDrive.exe	11	SeSystemProfilePrivilege		Profile system performance
3036	OneDrive.exe	12	SeSystemtimePrivilege		Change the system time
3036	OneDrive.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
3036	OneDrive.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3036	OneDrive.exe	15	SeCreatePagefilePrivilege		Create a pagefile
3036	OneDrive.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
3036	OneDrive.exe	17	SeBackupPrivilege		Backup files and directories
3036	OneDrive.exe	18	SeRestorePrivilege		Restore files and directories
3036	OneDrive.exe	19	SeShutdownPrivilege	Present	Shut down the system
3036	OneDrive.exe	20	SeDebugPrivilege		Debug programs
3036	OneDrive.exe	21	SeAuditPrivilege		Generate security audits
3036	OneDrive.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3036	OneDrive.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3036	OneDrive.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3036	OneDrive.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3036	OneDrive.exe	26	SeSyncAgentPrivilege		Synch directory service data
3036	OneDrive.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3036	OneDrive.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3036	OneDrive.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
3036	OneDrive.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
3036	OneDrive.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3036	OneDrive.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3036	OneDrive.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
3036	OneDrive.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
3036	OneDrive.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3036	OneDrive.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
848	msedge.exe	2	SeCreateTokenPrivilege		Create a token object
848	msedge.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
848	msedge.exe	4	SeLockMemoryPrivilege		Lock pages in memory
848	msedge.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
848	msedge.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
848	msedge.exe	7	SeTcbPrivilege		Act as part of the operating system
848	msedge.exe	8	SeSecurityPrivilege		Manage auditing and security log
848	msedge.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
848	msedge.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
848	msedge.exe	11	SeSystemProfilePrivilege		Profile system performance
848	msedge.exe	12	SeSystemtimePrivilege		Change the system time
848	msedge.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
848	msedge.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
848	msedge.exe	15	SeCreatePagefilePrivilege		Create a pagefile
848	msedge.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
848	msedge.exe	17	SeBackupPrivilege		Backup files and directories
848	msedge.exe	18	SeRestorePrivilege		Restore files and directories
848	msedge.exe	19	SeShutdownPrivilege	Present	Shut down the system
848	msedge.exe	20	SeDebugPrivilege		Debug programs
848	msedge.exe	21	SeAuditPrivilege		Generate security audits
848	msedge.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
848	msedge.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
848	msedge.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
848	msedge.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
848	msedge.exe	26	SeSyncAgentPrivilege		Synch directory service data
848	msedge.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
848	msedge.exe	28	SeManageVolumePrivilege		Manage the files on a volume
848	msedge.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
848	msedge.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
848	msedge.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
848	msedge.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
848	msedge.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
848	msedge.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
848	msedge.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
848	msedge.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6740	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
6740	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6740	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6740	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6740	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6740	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
6740	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
6740	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6740	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6740	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
6740	powershell.exe	12	SeSystemtimePrivilege		Change the system time
6740	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6740	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6740	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6740	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6740	powershell.exe	17	SeBackupPrivilege		Backup files and directories
6740	powershell.exe	18	SeRestorePrivilege		Restore files and directories
6740	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
6740	powershell.exe	20	SeDebugPrivilege		Debug programs
6740	powershell.exe	21	SeAuditPrivilege		Generate security audits
6740	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6740	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6740	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6740	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6740	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
6740	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6740	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6740	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6740	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6740	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6740	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6740	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6740	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6740	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6740	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6792	conhost.exe	2	SeCreateTokenPrivilege		Create a token object
6792	conhost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6792	conhost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6792	conhost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6792	conhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6792	conhost.exe	7	SeTcbPrivilege		Act as part of the operating system
6792	conhost.exe	8	SeSecurityPrivilege		Manage auditing and security log
6792	conhost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6792	conhost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6792	conhost.exe	11	SeSystemProfilePrivilege		Profile system performance
6792	conhost.exe	12	SeSystemtimePrivilege		Change the system time
6792	conhost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6792	conhost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6792	conhost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6792	conhost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6792	conhost.exe	17	SeBackupPrivilege		Backup files and directories
6792	conhost.exe	18	SeRestorePrivilege		Restore files and directories
6792	conhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
6792	conhost.exe	20	SeDebugPrivilege		Debug programs
6792	conhost.exe	21	SeAuditPrivilege		Generate security audits
6792	conhost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6792	conhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6792	conhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6792	conhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6792	conhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
6792	conhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6792	conhost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6792	conhost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6792	conhost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6792	conhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6792	conhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6792	conhost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6792	conhost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6792	conhost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6792	conhost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6976	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
6976	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6976	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6976	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6976	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6976	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
6976	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
6976	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6976	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6976	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
6976	powershell.exe	12	SeSystemtimePrivilege		Change the system time
6976	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6976	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6976	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6976	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6976	powershell.exe	17	SeBackupPrivilege		Backup files and directories
6976	powershell.exe	18	SeRestorePrivilege		Restore files and directories
6976	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
6976	powershell.exe	20	SeDebugPrivilege		Debug programs
6976	powershell.exe	21	SeAuditPrivilege		Generate security audits
6976	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6976	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6976	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6976	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6976	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
6976	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6976	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6976	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6976	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6976	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6976	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6976	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6976	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6976	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6976	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
7084	TextInputHost.	2	SeCreateTokenPrivilege		Create a token object
7084	TextInputHost.	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
7084	TextInputHost.	4	SeLockMemoryPrivilege		Lock pages in memory
7084	TextInputHost.	5	SeIncreaseQuotaPrivilege		Increase quotas
7084	TextInputHost.	6	SeMachineAccountPrivilege		Add workstations to the domain
7084	TextInputHost.	7	SeTcbPrivilege		Act as part of the operating system
7084	TextInputHost.	8	SeSecurityPrivilege		Manage auditing and security log
7084	TextInputHost.	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7084	TextInputHost.	10	SeLoadDriverPrivilege		Load and unload device drivers
7084	TextInputHost.	11	SeSystemProfilePrivilege		Profile system performance
7084	TextInputHost.	12	SeSystemtimePrivilege		Change the system time
7084	TextInputHost.	13	SeProfileSingleProcessPrivilege		Profile a single process
7084	TextInputHost.	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
7084	TextInputHost.	15	SeCreatePagefilePrivilege		Create a pagefile
7084	TextInputHost.	16	SeCreatePermanentPrivilege		Create permanent shared objects
7084	TextInputHost.	17	SeBackupPrivilege		Backup files and directories
7084	TextInputHost.	18	SeRestorePrivilege		Restore files and directories
7084	TextInputHost.	19	SeShutdownPrivilege		Shut down the system
7084	TextInputHost.	20	SeDebugPrivilege		Debug programs
7084	TextInputHost.	21	SeAuditPrivilege		Generate security audits
7084	TextInputHost.	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7084	TextInputHost.	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7084	TextInputHost.	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7084	TextInputHost.	25	SeUndockPrivilege		Remove computer from docking station
7084	TextInputHost.	26	SeSyncAgentPrivilege		Synch directory service data
7084	TextInputHost.	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7084	TextInputHost.	28	SeManageVolumePrivilege		Manage the files on a volume
7084	TextInputHost.	29	SeImpersonatePrivilege		Impersonate a client after authentication
7084	TextInputHost.	30	SeCreateGlobalPrivilege		Create global objects
7084	TextInputHost.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7084	TextInputHost.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7084	TextInputHost.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
7084	TextInputHost.	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
7084	TextInputHost.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
7084	TextInputHost.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
5464	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
5464	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
5464	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
5464	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
5464	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
5464	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
5464	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
5464	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5464	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
5464	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
5464	svchost.exe	12	SeSystemtimePrivilege		Change the system time
5464	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
5464	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5464	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
5464	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
5464	svchost.exe	17	SeBackupPrivilege		Backup files and directories
5464	svchost.exe	18	SeRestorePrivilege		Restore files and directories
5464	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
5464	svchost.exe	20	SeDebugPrivilege		Debug programs
5464	svchost.exe	21	SeAuditPrivilege	Present	Generate security audits
5464	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5464	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5464	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5464	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
5464	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
5464	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5464	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
5464	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
5464	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
5464	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5464	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5464	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
5464	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
5464	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
5464	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6496	SgrmBroker.exe	2	SeCreateTokenPrivilege		Create a token object
6496	SgrmBroker.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6496	SgrmBroker.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
6496	SgrmBroker.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
